2026-02-11 15:36:02,469 | INFO     | setup_logger | Logging initialized. Log file: logs/mw_patch_20260211_153602.log
2026-02-11 15:36:07,492 | INFO     | load_shared_account | To load shared or email account details from CSV: email_account.csv
2026-02-11 15:36:07,492 | INFO     | assume_role | Creating session using local credentials (account_id=862683271180, role_name=Python_SSM_Role_POC, region=us-east-1)
2026-02-11 15:36:07,546 | INFO     | read_csv_from_s3 | Reading CSV from s3://mmpatching-custom-patchbaseline-dev/pre_patch_notification/mw-running-today-output.csv
2026-02-11 15:36:08,650 | INFO     | assume_role | Creating session using local credentials (account_id=862683271180, role_name=Python_SSM_Role_POC, region=us-east-1)
2026-02-11 15:36:08,743 | DEBUG    | get_patch_status_counts | Starting patch status evaluation for Maintenance Window: mw-068e5e881af11c400
2026-02-11 15:36:08,743 | INFO     | get_patch_status_counts | Processing MaintenanceWindowId: mw-068e5e881af11c400
2026-02-11 15:36:10,286 | INFO     | get_patch_status_counts | Using latest WindowExecutionId: e551ca10-aa79-4ce3-8a78-f5ac460b3a2d
2026-02-11 15:36:10,648 | DEBUG    | get_patch_status_counts | Found 0 tasks for WindowExecutionId e551ca10-aa79-4ce3-8a78-f5ac460b3a2d
2026-02-11 15:36:10,648 | INFO     | get_patch_status_counts | Patch summary for mw-068e5e881af11c400 → Success: 0, Failure: 0
2026-02-11 15:36:10,648 | INFO     | post_patch_function | Summary of Maintenance Windows Instances Patching Status
2026-02-11 15:36:10,648 | INFO     | post_patch_function |   1) AccountId=862683271180 | MWName=mmpatching_dummy_2 | MWId=mw-068e5e881af11c400 | TargetCount=0 | Success=0 | Failure=0
2026-02-11 15:36:10,648 | INFO     | load_shared_account | To load shared or email account details from CSV: email_account.csv
2026-02-11 15:36:10,649 | INFO     | assume_role | Creating session using local credentials (account_id=862683271180, role_name=Python_SSM_Role_POC, region=us-east-1)
2026-02-11 15:36:10,662 | INFO     | write_csv_to_s3 | Writing CSV to s3://mmpatching-custom-patchbaseline-dev/post_patch_notification/mw-post-patch-output.csv
2026-02-11 15:36:12,182 | INFO     | write_csv_to_s3 | CSV successfully written to S3
2026-02-11 15:36:12,183 | INFO     | send_email_ses | Sending SES email to ['abhishek.jha@modmed.com']
2026-02-11 15:36:13,337 | INFO     | send_email_ses | SES email sent successfully. MessageId=0100019c4c2a66b4-ffc33645-01d0-4814-bf2c-96ccb0d7dd15-000000
2026-02-11 15:36:13,343 | INFO     | post_patch_function | Post patch processing completed successfully
2026-02-11 15:36:13,351 | INFO     | <module> | Post-Patch script completed successfully
